ambiguous_count,artifact_id,dataset,detector_module,detector_sha256,error_count,fail_count,functionally_valid,generation_sec,label,model_id,pass_count,run_count,source_group,study_id,task_id,timeout_count,unique_output_hash_count,validation_error
0,ref_HumanEval_102,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/102,0,1,
0,gen_HumanEval_102,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,2.05,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/102,0,1,
0,ref_HumanEval_103,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/103,0,1,
0,gen_HumanEval_103,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,0.87,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/103,0,1,
0,ref_HumanEval_104,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/104,0,1,
0,gen_HumanEval_104,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.11,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/104,0,1,
0,ref_HumanEval_105,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/105,0,1,
0,gen_HumanEval_105,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,2.48,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/105,0,1,
0,ref_HumanEval_106,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/106,0,1,
0,gen_HumanEval_106,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.7,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/106,0,1,
0,ref_HumanEval_107,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/107,0,1,
0,gen_HumanEval_107,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.34,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/107,0,1,
0,ref_HumanEval_108,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/108,0,1,
0,gen_HumanEval_108,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,1.26,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/108,0,0,fail
0,ref_HumanEval_109,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/109,0,1,
0,gen_HumanEval_109,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.57,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/109,0,1,
0,ref_HumanEval_11,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/11,0,1,
0,gen_HumanEval_11,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.91,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/11,0,1,
0,ref_HumanEval_110,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/110,0,1,
0,gen_HumanEval_110,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,1.66,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/110,0,0,fail
0,ref_HumanEval_111,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/111,0,1,
0,gen_HumanEval_111,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.85,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/111,0,1,
0,ref_HumanEval_112,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/112,0,1,
0,gen_HumanEval_112,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,0.99,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/112,0,1,
0,ref_HumanEval_113,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/113,0,1,
0,gen_HumanEval_113,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.19,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/113,0,1,
0,ref_HumanEval_114,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/114,0,1,
0,gen_HumanEval_114,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.14,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/114,0,1,
0,ref_HumanEval_115,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/115,0,1,
0,gen_HumanEval_115,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,0.88,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/115,0,0,fail
0,ref_HumanEval_116,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/116,0,1,
0,gen_HumanEval_116,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,0.46,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/116,0,1,
0,ref_HumanEval_117,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/117,0,1,
0,gen_HumanEval_117,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.09,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/117,0,1,
0,ref_HumanEval_118,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/118,0,1,
0,gen_HumanEval_118,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.44,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/118,0,1,
0,ref_HumanEval_119,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/119,0,1,
0,gen_HumanEval_119,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.74,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/119,0,1,
0,ref_HumanEval_12,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,10,True,,error,canonical,0,10,reference,RQ-EXT-E,HumanEval/12,0,0,
0,gen_HumanEval_12,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,0.98,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/12,0,0,fail
0,ref_HumanEval_120,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/120,0,1,
0,gen_HumanEval_120,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,0.72,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/120,0,0,fail
0,ref_HumanEval_121,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/121,0,1,
0,gen_HumanEval_121,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,0.55,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/121,0,1,
0,ref_HumanEval_122,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/122,0,1,
0,gen_HumanEval_122,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,0.53,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/122,0,1,
0,ref_HumanEval_123,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/123,0,1,
0,gen_HumanEval_123,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,1.41,stable,ollama:qwen2.5-coder:14b,10,10,local_llm,RQ-EXT-E,HumanEval/123,0,1,
0,ref_HumanEval_124,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,True,,stable,canonical,10,10,reference,RQ-EXT-E,HumanEval/124,0,1,
0,gen_HumanEval_124,humaneval_plus_v1,invert_external.detectors.output_stability,5e9a0681226143fbcdc2223daec8c0c057618099c1e0ba3f78c20b911b83c9fc,0,0,False,3.87,invalid,ollama:qwen2.5-coder:14b,0,10,local_llm,RQ-EXT-E,HumanEval/124,0,0,fail
